Secret/ConfigMap,Name,Namespace,Data Fields,Validity (years),Actual Expiry,Fingerprint,Managed Status,Managed Details,Relevant Annotations,OC Describe Command,OpenSSL Command
secret,etcd-signer,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",10,Jul 29 14:47:01 2035 GMT,7AC4AA6C5EFAF07E1F96EA1033C52DFED0C9E342D4A2084FCB1BBF6CB9BE8A73,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=etcd-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster etcd-signer,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster etcd-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,hcco-client,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:08 2026 GMT,6C480BCF1B1986EB9B82E65AE5BE82E6EA785D3B4F7F7C9294B81FE4B20FEF14,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=hcco-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster hcco-client,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster hcco-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,hcco-signer,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",10,Jul 29 14:47:07 2035 GMT,93648E4B4B895DCDDC33B01F41E6BFBE9FCCF0D3D094567022106F2FC911BE8E,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=hcco-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster hcco-signer,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster hcco-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ignition-server,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:19 2026 GMT,F435E72F79DBC4E7D180C27FD7571079A6D857D1A9683930876C24F8CE1F3C3A,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster ignition-server,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster ignition-server -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ignition-server-ca-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key",10,Jul 29 14:48:14 2035 GMT,6B086C4EA40B86D8B27032BD741FD7C2DC9B88982EAA72C407CF801859F487B9,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=ignition-root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster ignition-server-ca-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster ignition-server-ca-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ignition-server-serving-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key",1,Jul 31 14:48:15 2026 GMT,39F2B35B2956F1A09C8E6FC6FB8344D66AC1C9543547D5DF2CBDE65130751F2E,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=ignition-root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster ignition-server-serving-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster ignition-server-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ingress-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:15 2026 GMT,24FCC63C15AB9FE5890804A588B1EDB751142CDEA267FCF1008A63E69BB1B42E,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster ingress-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster ingress-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ingress-operator-kubeconfig,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:48:10 2026 GMT,3DB37C88835EB7432369A18827FB8499D7814DA435CF424FCCE1134409F56B7E,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-csr-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster ingress-operator-kubeconfig,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster ingress-operator-kubeconfig -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kas-aggregator-client-signer,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",10,Jul 29 14:47:03 2035 GMT,8632F01B18167889E9585A8415B7525B4177AEDA6F69EBC8254B5537976049C3,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=aggregator-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kas-aggregator-client-signer,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kas-aggregator-client-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kas-aggregator-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:03 2026 GMT,B6454C1A7E72A903610B0BB391811114581744DE93455C572CF324F6CA26E1AB,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=aggregator-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kas-aggregator-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kas-aggregator-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kas-bootstrap-client,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:08 2026 GMT,65CA7531CCB6754BA2E9957BCFCFC73B3A2457A9271D8D6B8343A744D27B1ECC,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-csr-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kas-bootstrap-client,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kas-bootstrap-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kas-kubelet-client-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:07 2026 GMT,A8D7069B742A1DADE123D1D744E0A28CA078533F8489481CC7B7BDB3289E9125,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-apiserver-to-kubelet-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kas-kubelet-client-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kas-kubelet-client-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kas-server-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:03 2026 GMT,2D194445456F8C7D99CEDADCDA428BF7A2890622BA83B75F4364F977D62E773D,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kas-server-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kas-server-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kas-server-private-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:03 2026 GMT,DB75902A41AA752C4080A94A76CD6DE3CBA29F3DAD157E6BA6A477206D6CDF0F,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kas-server-private-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kas-server-private-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kcm-server,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:18 2026 GMT,3E1CC9952C06369F1C770F5803DAD31437A9E3B1659DD1D9808D24A6EC2B9123,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kcm-server,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kcm-server -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,konnectivity-agent,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:14 2026 GMT,1B1A3E4BC432D8F793BB34961CAE9B43C41D237AE9F19322918E552D864A2B24,Platform-Managed (Auto-Rotated),"Issuer: OU=kubernetes, CN=konnectivity-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-agent,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-agent -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,konnectivity-client,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:14 2026 GMT,6D98384A2D2162756F642D74635E22709B4C26E3CE1B023EDF5DEE0BAF21EF0A,Platform-Managed (Auto-Rotated),"Issuer: OU=kubernetes, CN=konnectivity-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-client,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,konnectivity-cluster,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:13 2026 GMT,F87FAD441146587FB6E918521B4AF1158C205041F0FB6CD20AD6421BBBD091B9,Platform-Managed (Auto-Rotated),"Issuer: OU=kubernetes, CN=konnectivity-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-cluster,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-cluster -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,konnectivity-server,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:13 2026 GMT,9B117AB29FBAAA4EC12091250EF1C898D90CB0DDF9D0ED955A3947287F4C2C3D,Platform-Managed (Auto-Rotated),"Issuer: OU=kubernetes, CN=konnectivity-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-server,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-server -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,konnectivity-signer,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",10,Jul 29 14:47:12 2035 GMT,521BADE28573DE3592B34DF8B45135B6DF2977DC081AF332C1E8C0EF7724C0F0,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=kubernetes, CN=konnectivity-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-signer,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster konnectivity-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-apiserver-to-kubelet-signer,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",10,Jul 29 14:47:06 2035 GMT,63CD3366281ADC807BB28096FA365797879B30909DA0BFAA3046EAE7D66CE2DA,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=kube-apiserver-to-kubelet-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kube-apiserver-to-kubelet-signer,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kube-apiserver-to-kubelet-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-control-plane-signer,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",10,Jul 29 14:47:04 2035 GMT,DE3EB139A695973992DED0E61805A38D9ADB575EAA83F9D5185C23D22B696D3F,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=kube-control-plane-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kube-control-plane-signer,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kube-control-plane-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-controller-manager,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:06 2026 GMT,65600D28B74FC44F0DB76B861D90430F0AF6474B99FB6F01CEB4D455E44ED207,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-control-plane-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kube-controller-manager,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kube-controller-manager -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-scheduler-client,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:06 2026 GMT,D572F17E79001275BACE03EC29EDB32D5DFC5F4D11F12C0E5E0A937295BBDB8A,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-control-plane-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster kube-scheduler-client,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster kube-scheduler-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,mcs-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:16 2026 GMT,246DF9017206E6CE7FB8993930A692480E40BCE69A8D16FF0DB62D75DE3BAB65,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster mcs-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster mcs-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,metrics-client,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:09 2026 GMT,EABF802064ACE74545EF83FA51767A93D5F22607C3868FC703CE6EA34036A389,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-csr-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster metrics-client,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster metrics-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,multus-admission-controller-secret,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:19 2026 GMT,37DB6AB6C952234BECC9C0114E60B85457E9A3337466BF22927A68A38BAD005F,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster multus-admission-controller-secret,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster multus-admission-controller-secret -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,network-node-identity-secret,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:19 2026 GMT,088FED4C6234DBD86E023E6F5023C03F8AD1D25A613B5A33AF992D229C9960FA,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster network-node-identity-secret,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster network-node-identity-secret -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,node-tuning-operator-tls,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:16 2026 GMT,74380B32AF71EBCEA70E146A67A5C980C2C457FE3B281C804DE4C9817D70FC13,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster node-tuning-operator-tls,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster node-tuning-operator-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,oauth-server-crt,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:15 2026 GMT,077DB5CE5D05D41D4DD00BE01C94A1FAE2E4F3496F06D6CC8C2A7283846EC8BA,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster oauth-server-crt,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster oauth-server-crt -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,olm-operator-serving-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:17 2026 GMT,4411168CBA73FCBA782BC1D9D0F6D2368A85EE44881E8AEFF8975237F105DA70,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster olm-operator-serving-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster olm-operator-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-apiserver-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:10 2026 GMT,8132813E71CDEEC09DCDCA1C016E78FF651F3DCB0DF1C809F65D12406A1BD032,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster openshift-apiserver-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster openshift-apiserver-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-authenticator-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:09 2026 GMT,8B2F403CDA668E5739EC4DC21AF84444387A451A30C6DC17EF504FC97B6C3337,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-csr-signer; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster openshift-authenticator-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster openshift-authenticator-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-controller-manager-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:11 2026 GMT,73E549246D3D60592DDD0070FB1DF90CD19CD0317EC20652B590DABB978211C4,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster openshift-controller-manager-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster openshift-controller-manager-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-oauth-apiserver-cert,bm-hosted-cluster-bm-hosted-cluster,"tls.crt,tls.key,ca.crt",1,Jul 31 14:47:11 2026 GMT,B36B8180936B1A1511C3824C0FC593D44A831B3325C476E07104778493B90FEF,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=root-ca; Platform-CA signed",,oc describe secret -n bm-hosted-cluster-bm-hosted-cluster openshift-oauth-apiserver-cert,"oc get secret -n bm-hosted-cluster-bm-hosted-cluster openshift-oauth-apiserver-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
